index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation
806,blacephalon,fire,ghost,beast-boost,None,None ,1,13,53,127,53,151,79,107,570,False,False,generation-vii
807,zeraora,electric,None,volt-absorb,None,None ,1,44,88,112,75,102,80,143,600,False,True,generation-vii
808,meltan,steel,None,magnet-pull,None,None ,0,8,46,65,65,55,35,34,300,False,True,generation-vii
809,melmetal,steel,None,iron-fist,None,None ,2,800,135,143,143,80,65,34,600,False,True,generation-vii
809,melmetal-gmax,steel,None,iron-fist,None,None ,25,1000,135,143,143,80,65,34,600,False,True,generation-vii
810,grookey,grass,None,overgrow,None,grassy-surge,0,5,50,65,50,40,40,65,310,False,False,generation-viii
811,thwackey,grass,None,overgrow,None,grassy-surge,0,14,70,85,70,55,60,80,420,False,False,generation-viii
812,rillaboom,grass,None,overgrow,None,grassy-surge,2,90,100,125,90,60,70,85,530,False,False,generation-viii
812,rillaboom-gmax,grass,None,overgrow,None,grassy-surge,28,1000,100,125,90,60,70,85,530,False,False,generation-viii
813,scorbunny,fire,None,blaze,None,libero,0,4,50,71,40,40,40,69,310,False,False,generation-viii
814,raboot,fire,None,blaze,None,libero,0,9,65,86,60,55,60,94,420,False,False,generation-viii
815,cinderace,fire,None,blaze,None,libero,1,33,80,116,75,65,75,119,530,False,False,generation-viii
815,cinderace-gmax,fire,None,blaze,None,libero,27,1000,80,116,75,65,75,119,530,False,False,generation-viii
816,sobble,water,None,torrent,None,sniper,0,4,50,40,40,70,40,70,310,False,False,generation-viii
817,drizzile,water,None,torrent,None,sniper,0,11,65,60,55,95,55,90,420,False,False,generation-viii
818,inteleon,water,None,torrent,None,sniper,1,45,70,85,65,125,65,120,530,False,False,generation-viii
818,inteleon-gmax,water,None,torrent,None,sniper,40,1000,70,85,65,125,65,120,530,False,False,generation-viii
819,skwovet,normal,None,cheek-pouch,None,gluttony,0,2,70,55,55,35,35,25,275,False,False,generation-viii
820,greedent,normal,None,cheek-pouch,None,gluttony,0,6,120,95,95,55,75,20,460,False,False,generation-viii
821,rookidee,flying,None,keen-eye,unnerve,big-pecks,0,1,38,47,35,33,35,57,245,False,False,generation-viii
822,corvisquire,flying,None,keen-eye,unnerve,big-pecks,0,16,68,67,55,43,55,77,365,False,False,generation-viii
823,corviknight,flying,steel,pressure,unnerve,mirror-armor,2,75,98,87,105,53,85,67,495,False,False,generation-viii
823,corviknight-gmax,flying,steel,pressure,unnerve,mirror-armor,14,1000,98,87,105,53,85,67,495,False,False,generation-viii
824,blipbug,bug,None,swarm,compound-eyes,telepathy,0,8,25,20,20,25,45,45,180,False,False,generation-viii
825,dottler,bug,psychic,swarm,compound-eyes,telepathy,0,19,50,35,80,50,90,30,335,False,False,generation-viii
826,orbeetle,bug,psychic,swarm,frisk,telepathy,0,40,60,45,110,80,120,90,505,False,False,generation-viii
826,orbeetle-gmax,bug,psychic,swarm,frisk,telepathy,14,1000,60,45,110,80,120,90,505,False,False,generation-viii
827,nickit,dark,None,run-away,unburden,stakeout,0,8,40,28,28,47,52,50,245,False,False,generation-viii
828,thievul,dark,None,run-away,unburden,stakeout,1,19,70,58,58,87,92,90,455,False,False,generation-viii
829,gossifleur,grass,None,cotton-down,regenerator,effect-spore,0,2,40,40,60,40,60,10,250,False,False,generation-viii
830,eldegoss,grass,None,cotton-down,regenerator,effect-spore,0,2,60,50,90,80,120,60,460,False,False,generation-viii
831,wooloo,normal,None,fluffy,run-away,bulletproof,0,6,42,40,55,40,45,48,270,False,False,generation-viii
832,dubwool,normal,None,fluffy,steadfast,bulletproof,1,43,72,80,100,60,90,88,490,False,False,generation-viii
833,chewtle,water,None,strong-jaw,shell-armor,swift-swim,0,8,50,64,50,38,38,44,284,False,False,generation-viii
834,drednaw,water,rock,strong-jaw,shell-armor,swift-swim,1,115,90,115,90,48,68,74,485,False,False,generation-viii
834,drednaw-gmax,water,rock,strong-jaw,shell-armor,swift-swim,24,1000,90,115,90,48,68,74,485,False,False,generation-viii
835,yamper,electric,None,ball-fetch,None,rattled,0,13,59,45,50,40,50,26,270,False,False,generation-viii
836,boltund,electric,None,strong-jaw,None,competitive,1,34,69,90,60,90,60,121,490,False,False,generation-viii
837,rolycoly,rock,None,steam-engine,heatproof,flash-fire,0,12,30,40,50,40,50,30,240,False,False,generation-viii
838,carkol,rock,fire,steam-engine,flame-body,flash-fire,1,78,80,60,90,60,70,50,410,False,False,generation-viii
839,coalossal,rock,fire,steam-engine,flame-body,flash-fire,2,310,110,80,120,80,90,30,510,False,False,generation-viii
839,coalossal-gmax,rock,fire,steam-engine,flame-body,flash-fire,42,1000,110,80,120,80,90,30,510,False,False,generation-viii
840,applin,grass,dragon,ripen,gluttony,bulletproof,0,0,40,40,80,40,40,20,260,False,False,generation-viii
841,flapple,grass,dragon,ripen,gluttony,hustle,0,1,70,110,80,95,60,70,485,False,False,generation-viii
841,flapple-gmax,grass,dragon,ripen,gluttony,hustle,24,1000,70,110,80,95,60,70,485,False,False,generation-viii
842,appletun,grass,dragon,ripen,gluttony,thick-fat,0,13,110,85,80,100,80,30,485,False,False,generation-viii
842,appletun-gmax,grass,dragon,ripen,gluttony,thick-fat,24,1000,110,85,80,100,80,30,485,False,False,generation-viii
843,silicobra,ground,None,sand-spit,shed-skin,sand-veil,2,7,52,57,75,35,50,46,315,False,False,generation-viii
844,sandaconda,ground,None,sand-spit,shed-skin,sand-veil,3,65,72,107,125,65,70,71,510,False,False,generation-viii
844,sandaconda-gmax,ground,None,sand-spit,shed-skin,sand-veil,22,1000,72,107,125,65,70,71,510,False,False,generation-viii
845,cramorant,flying,water,gulp-missile,None,None ,0,18,70,85,55,85,95,85,475,False,False,generation-viii
845,cramorant-gulping,flying,water,gulp-missile,None,None ,0,18,70,85,55,85,95,85,475,False,False,generation-viii
845,cramorant-gorging,flying,water,gulp-missile,None,None ,0,18,70,85,55,85,95,85,475,False,False,generation-viii
846,arrokuda,water,None,swift-swim,None,propeller-tail,0,1,41,63,40,40,30,66,280,False,False,generation-viii
847,barraskewda,water,None,swift-swim,None,propeller-tail,1,30,61,123,60,60,50,136,490,False,False,generation-viii
848,toxel,electric,poison,rattled,static,klutz,0,11,40,38,35,54,35,40,242,False,False,generation-viii
849,toxtricity,electric,poison,punk-rock,plus,technician,1,40,75,98,70,114,70,75,502,False,False,generation-viii
849,toxtricity-low-key,electric,poison,punk-rock,minus,technician,1,40,75,98,70,114,70,75,502,False,False,generation-viii
849,toxtricity-amped-gmax,electric,poison,punk-rock,plus,technician,24,1000,75,98,70,114,70,75,502,False,False,generation-viii
849,toxtricity-low-key-gmax,electric,poison,punk-rock,minus,technician,24,1000,75,98,70,114,70,75,502,False,False,generation-viii
850,sizzlipede,fire,bug,flash-fire,white-smoke,flame-body,0,1,50,65,45,50,50,45,305,False,False,generation-viii
851,centiskorch,fire,bug,flash-fire,white-smoke,flame-body,3,120,100,115,65,90,90,65,525,False,False,generation-viii
851,centiskorch-gmax,fire,bug,flash-fire,white-smoke,flame-body,75,1000,100,115,65,90,90,65,525,False,False,generation-viii
852,clobbopus,fighting,None,limber,None,technician,0,4,50,68,60,50,50,32,310,False,False,generation-viii
853,grapploct,fighting,None,limber,None,technician,1,39,80,118,90,70,80,42,480,False,False,generation-viii
854,sinistea,ghost,None,weak-armor,None,cursed-body,0,0,40,45,45,74,54,50,308,False,False,generation-viii
855,polteageist,ghost,None,weak-armor,None,cursed-body,0,0,60,65,65,134,114,70,508,False,False,generation-viii
856,hatenna,psychic,None,healer,anticipation,magic-bounce,0,3,42,30,45,56,53,39,265,False,False,generation-viii
857,hattrem,psychic,None,healer,anticipation,magic-bounce,0,4,57,40,65,86,73,49,370,False,False,generation-viii
858,hatterene,psychic,fairy,healer,anticipation,magic-bounce,2,5,57,90,95,136,103,29,510,False,False,generation-viii
858,hatterene-gmax,psychic,fairy,healer,anticipation,magic-bounce,26,1000,57,90,95,136,103,29,510,False,False,generation-viii
859,impidimp,dark,fairy,prankster,frisk,pickpocket,0,5,45,45,30,55,40,50,265,False,False,generation-viii
860,morgrem,dark,fairy,prankster,frisk,pickpocket,0,12,65,60,45,75,55,70,370,False,False,generation-viii
861,grimmsnarl,dark,fairy,prankster,frisk,pickpocket,1,61,95,120,65,95,75,60,510,False,False,generation-viii
861,grimmsnarl-gmax,dark,fairy,prankster,frisk,pickpocket,32,1000,95,120,65,95,75,60,510,False,False,generation-viii
862,obstagoon,dark,normal,reckless,guts,defiant,1,46,93,90,101,60,81,95,520,False,False,generation-viii
863,perrserker,steel,None,battle-armor,tough-claws,steely-spirit,0,28,70,110,100,50,60,50,440,False,False,generation-viii
864,cursola,ghost,None,weak-armor,None,perish-body,1,0,60,95,50,145,130,30,510,False,False,generation-viii
865,sirfetchd,fighting,None,steadfast,None,scrappy,0,117,62,135,95,68,82,65,507,False,False,generation-viii
866,mr-rime,ice,psychic,tangled-feet,screen-cleaner,ice-body,1,58,80,85,75,110,100,70,520,False,False,generation-viii
867,runerigus,ground,ghost,wandering-spirit,None,None ,1,66,58,95,145,50,105,30,483,False,False,generation-viii
868,milcery,fairy,None,sweet-veil,None,aroma-veil,0,0,45,40,40,50,61,34,270,False,False,generation-viii
869,alcremie,fairy,None,sweet-veil,None,aroma-veil,0,0,65,60,75,110,121,64,495,False,False,generation-viii
869,alcremie-gmax,fairy,None,sweet-veil,None,aroma-veil,30,1000,65,60,75,110,121,64,495,False,False,generation-viii
870,falinks,fighting,None,battle-armor,None,defiant,3,62,65,100,100,70,60,75,470,False,False,generation-viii
871,pincurchin,electric,None,lightning-rod,None,electric-surge,0,1,48,101,95,91,85,15,435,False,False,generation-viii
872,snom,ice,bug,shield-dust,None,ice-scales,0,3,30,25,35,45,30,20,185,False,False,generation-viii
873,frosmoth,ice,bug,shield-dust,None,ice-scales,1,42,70,65,60,125,90,65,475,False,False,generation-viii
874,stonjourner,rock,None,power-spot,None,None ,2,520,100,125,135,20,20,70,470,False,False,generation-viii
875,eiscue,ice,None,ice-face,None,None ,1,89,75,80,110,65,90,50,470,False,False,generation-viii
875,eiscue-noice,ice,None,ice-face,None,None ,1,89,75,80,70,65,50,130,470,False,False,generation-viii
876,indeedee,psychic,normal,inner-focus,synchronize,psychic-surge,0,28,60,65,55,105,95,95,475,False,False,generation-viii
876,indeedee-f,psychic,normal,own-tempo,synchronize,psychic-surge,0,28,70,55,65,95,105,85,475,False,False,generation-viii
877,morpeko-full-belly,electric,dark,hunger-switch,None,None ,0,3,58,95,58,70,58,97,436,False,False,generation-viii
877,morpeko,electric,dark,hunger-switch,None,None ,0,3,58,95,58,70,58,97,436,False,False,generation-viii
878,cufant,steel,None,sheer-force,None,heavy-metal,1,100,72,80,49,40,49,40,330,False,False,generation-viii
879,copperajah,steel,None,sheer-force,None,heavy-metal,3,650,122,130,69,80,69,30,500,False,False,generation-viii
879,copperajah-gmax,steel,None,sheer-force,None,heavy-metal,23,1000,122,130,69,80,69,30,500,False,False,generation-viii
880,dracozolt,electric,dragon,volt-absorb,hustle,sand-rush,1,190,90,100,90,80,70,75,505,False,False,generation-viii
881,arctozolt,electric,ice,volt-absorb,static,slush-rush,2,150,90,100,90,90,80,55,505,False,False,generation-viii
882,dracovish,water,dragon,water-absorb,strong-jaw,sand-rush,2,215,90,90,100,70,80,75,505,False,False,generation-viii
883,arctovish,water,ice,water-absorb,ice-body,slush-rush,2,175,90,90,100,80,90,55,505,False,False,generation-viii
884,duraludon,steel,dragon,light-metal,heavy-metal,stalwart,1,40,70,95,115,120,50,85,535,False,False,generation-viii
884,duraludon-gmax,steel,dragon,light-metal,heavy-metal,stalwart,43,1000,70,95,115,120,50,85,535,False,False,generation-viii
885,dreepy,dragon,ghost,clear-body,infiltrator,cursed-body,0,2,28,60,30,40,30,82,270,False,False,generation-viii
886,drakloak,dragon,ghost,clear-body,infiltrator,cursed-body,1,11,68,80,50,60,50,102,410,False,False,generation-viii
887,dragapult,dragon,ghost,clear-body,infiltrator,cursed-body,3,50,88,120,75,100,75,142,600,False,False,generation-viii
888,zacian,fairy,None,intrepid-sword,None,None ,2,110,92,120,115,80,115,138,660,True,False,generation-viii
888,zacian-crowned,fairy,steel,intrepid-sword,None,None ,2,355,92,150,115,80,115,148,700,True,False,generation-viii
889,zamazenta,fighting,None,dauntless-shield,None,None ,2,210,92,120,115,80,115,138,660,True,False,generation-viii
889,zamazenta-crowned,fighting,steel,dauntless-shield,None,None ,2,785,92,120,140,80,140,128,700,True,False,generation-viii
890,eternatus,poison,dragon,pressure,None,None ,20,950,140,85,95,145,95,130,690,True,False,generation-viii
890,eternatus-eternamax,poison,dragon,pressure,None,None ,100,0,255,115,250,125,250,130,1125,True,False,generation-viii
891,kubfu,fighting,None,inner-focus,None,None ,0,12,60,90,60,53,50,72,385,True,False,generation-viii
892,urshifu,fighting,dark,unseen-fist,None,None ,1,105,100,130,100,63,60,97,550,True,False,generation-viii
892,urshifu-rapid-strike,fighting,water,unseen-fist,None,None ,1,105,100,130,100,63,60,97,550,True,False,generation-viii
892,urshifu-single-strike-gmax,fighting,dark,unseen-fist,None,None ,29,1000,100,130,100,63,60,97,550,True,False,generation-viii
892,urshifu-rapid-strike-gmax,fighting,water,unseen-fist,None,None ,26,1000,100,130,100,63,60,97,550,True,False,generation-viii
893,zarude,dark,grass,leaf-guard,None,None ,1,70,105,120,105,70,95,105,600,False,True,generation-viii
893,zarude-dada,dark,grass,leaf-guard,None,None ,1,70,105,120,105,70,95,105,600,False,True,generation-viii
894,regieleki,electric,None,transistor,None,None ,1,145,80,100,50,100,50,200,580,True,False,generation-viii
895,regidrago,dragon,None,dragons-maw,None,None ,2,200,200,100,50,100,50,80,580,True,False,generation-viii
896,glastrier,ice,None,chilling-neigh,None,None ,2,800,100,145,130,65,110,30,580,True,False,generation-viii
897,spectrier,ghost,None,grim-neigh,None,None ,2,44,100,65,60,145,80,130,580,True,False,generation-viii
898,calyrex,psychic,grass,unnerve,None,None ,1,7,100,80,80,80,80,80,500,True,False,generation-viii
898,calyrex-ice,psychic,ice,as-one-glastrier,None,None ,2,809,100,165,150,85,130,50,680,True,False,generation-viii
898,calyrex-shadow,psychic,ghost,as-one-spectrier,None,None ,2,53,100,85,80,165,100,150,680,True,False,generation-viii
899,wyrdeer,normal,psychic,intimidate,frisk,sap-sipper,1,95,103,105,72,105,75,65,525,False,False,generation-viii
900,kleavor,bug,rock,swarm,sheer-force,sharpness,1,89,70,135,95,45,70,85,500,False,False,generation-viii
901,ursaluna,ground,normal,guts,bulletproof,unnerve,2,290,130,140,105,45,80,50,550,False,False,generation-viii
901,ursaluna-bloodmoon,ground,normal,minds-eye,None,None ,2,290,113,70,120,135,65,52,555,False,False,generation-viii
902,basculegion,water,ghost,swift-swim,adaptability,mold-breaker,3,110,120,112,65,80,75,78,530,False,False,generation-viii
902,basculegion-f,water,ghost,swift-swim,adaptability,mold-breaker,3,110,120,92,65,100,75,78,530,False,False,generation-viii
903,sneasler,fighting,poison,pressure,unburden,poison-touch,1,43,80,130,60,40,80,120,510,False,False,generation-viii
904,overqwil,dark,poison,poison-point,swift-swim,intimidate,2,60,85,115,95,65,65,85,510,False,False,generation-viii
905,enamorus,fairy,flying,cute-charm,None,contrary,1,48,74,115,70,135,80,106,580,True,False,generation-viii
905,enamorus-therian,fairy,flying,overcoat,None,None ,1,48,74,115,110,135,100,46,580,True,False,generation-viii
906,sprigatito,grass,None,overgrow,None,protean,0,4,40,61,54,45,45,65,310,False,False,generation-ix
907,floragato,grass,None,overgrow,None,protean,0,12,61,80,63,60,63,83,410,False,False,generation-ix
908,meowscarada,grass,dark,overgrow,None,protean,1,31,76,110,70,81,70,123,530,False,False,generation-ix
909,fuecoco,fire,None,blaze,None,unaware,0,9,67,45,59,63,40,36,310,False,False,generation-ix
910,crocalor,fire,None,blaze,None,unaware,1,30,81,55,78,90,58,49,411,False,False,generation-ix
911,skeledirge,fire,ghost,blaze,None,unaware,1,326,104,75,100,110,75,66,530,False,False,generation-ix
912,quaxly,water,None,torrent,None,moxie,0,6,55,65,45,50,45,50,310,False,False,generation-ix
913,quaxwell,water,None,torrent,None,moxie,1,21,70,85,65,65,60,65,410,False,False,generation-ix
914,quaquaval,water,fighting,torrent,None,moxie,1,61,85,120,80,85,75,85,530,False,False,generation-ix
915,lechonk,normal,None,aroma-veil,gluttony,thick-fat,0,10,54,45,40,35,45,35,254,False,False,generation-ix
916,oinkologne,normal,None,lingering-aroma,gluttony,thick-fat,1,120,110,100,75,59,80,65,489,False,False,generation-ix
916,oinkologne-f,normal,None,aroma-veil,gluttony,thick-fat,1,120,115,90,70,59,90,65,489,False,False,generation-ix
917,tarountula,bug,None,insomnia,None,stakeout,0,4,35,41,45,29,40,20,210,False,False,generation-ix
918,spidops,bug,None,insomnia,None,stakeout,1,16,60,79,92,52,86,35,404,False,False,generation-ix
919,nymble,bug,None,swarm,None,tinted-lens,0,1,33,46,40,21,25,45,210,False,False,generation-ix
920,lokix,bug,dark,swarm,None,tinted-lens,1,17,71,102,78,52,55,92,450,False,False,generation-ix
921,pawmi,electric,None,static,natural-cure,iron-fist,0,2,45,50,20,40,25,60,240,False,False,generation-ix
922,pawmo,electric,fighting,volt-absorb,natural-cure,iron-fist,0,6,60,75,40,50,40,85,350,False,False,generation-ix
923,pawmot,electric,fighting,volt-absorb,natural-cure,iron-fist,0,41,70,115,70,70,60,105,490,False,False,generation-ix
924,tandemaus,normal,None,run-away,pickup,own-tempo,0,1,50,50,45,40,45,75,305,False,False,generation-ix
925,maushold,normal,None,friend-guard,cheek-pouch,technician,0,2,74,75,70,65,75,111,470,False,False,generation-ix
925,maushold-family-of-three,normal,None,friend-guard,cheek-pouch,technician,0,2,74,75,70,65,75,111,470,False,False,generation-ix
926,fidough,fairy,None,own-tempo,None,klutz,0,10,37,55,70,30,55,65,312,False,False,generation-ix
927,dachsbun,fairy,None,well-baked-body,None,aroma-veil,0,14,57,80,115,50,80,95,477,False,False,generation-ix
928,smoliv,grass,normal,early-bird,None,harvest,0,6,41,35,45,58,51,30,260,False,False,generation-ix
929,dolliv,grass,normal,early-bird,None,harvest,0,11,52,53,60,78,78,33,354,False,False,generation-ix
930,arboliva,grass,normal,seed-sower,None,harvest,1,48,78,69,90,125,109,39,510,False,False,generation-ix
931,squawkabilly-green-plumage,normal,flying,intimidate,hustle,guts,0,2,82,96,51,45,51,92,417,False,False,generation-ix
931,squawkabilly-blue-plumage,normal,flying,intimidate,hustle,guts,0,2,82,96,51,45,51,92,417,False,False,generation-ix
931,squawkabilly-yellow-plumage,normal,flying,intimidate,hustle,sheer-force,0,2,82,96,51,45,51,92,417,False,False,generation-ix
931,squawkabilly,normal,flying,intimidate,hustle,sheer-force,0,2,82,96,51,45,51,92,417,False,False,generation-ix
932,nacli,rock,None,purifying-salt,sturdy,clear-body,0,16,55,55,75,35,35,25,280,False,False,generation-ix
933,naclstack,rock,None,purifying-salt,sturdy,clear-body,0,105,60,60,100,35,65,35,355,False,False,generation-ix
934,garganacl,rock,None,purifying-salt,sturdy,clear-body,2,240,100,100,130,45,90,35,500,False,False,generation-ix
935,charcadet,fire,None,flash-fire,None,flame-body,0,10,40,50,40,50,40,35,255,False,False,generation-ix
936,armarouge,fire,psychic,flash-fire,None,weak-armor,1,85,85,60,100,125,80,75,525,False,False,generation-ix
937,ceruledge,fire,ghost,flash-fire,None,weak-armor,1,62,75,125,80,60,100,85,525,False,False,generation-ix
938,tadbulb,electric,None,own-tempo,static,damp,0,0,61,31,41,59,35,45,272,False,False,generation-ix
939,bellibolt,electric,None,electromorphosis,static,damp,1,113,109,64,91,103,83,45,495,False,False,generation-ix
940,wattrel,electric,flying,wind-power,volt-absorb,competitive,0,3,40,40,35,55,40,70,280,False,False,generation-ix
941,kilowattrel,electric,flying,wind-power,volt-absorb,competitive,1,38,70,70,60,105,60,125,490,False,False,generation-ix
942,maschiff,dark,None,intimidate,run-away,stakeout,0,16,60,78,60,40,51,51,340,False,False,generation-ix
943,mabosstiff,dark,None,intimidate,guard-dog,stakeout,1,61,80,120,90,60,70,85,505,False,False,generation-ix
944,shroodle,poison,normal,unburden,pickpocket,prankster,0,0,40,65,35,40,35,75,290,False,False,generation-ix
945,grafaiai,poison,normal,unburden,poison-touch,prankster,0,27,63,95,65,80,72,110,485,False,False,generation-ix
946,bramblin,grass,ghost,wind-rider,None,infiltrator,0,0,40,65,30,45,35,60,275,False,False,generation-ix
947,brambleghast,grass,ghost,wind-rider,None,infiltrator,1,6,55,115,70,80,70,90,480,False,False,generation-ix
948,toedscool,ground,grass,mycelium-might,None,mycelium-might,0,33,40,40,35,50,100,70,335,False,False,generation-ix
949,toedscruel,ground,grass,mycelium-might,None,mycelium-might,1,58,80,70,65,80,120,100,515,False,False,generation-ix
950,klawf,rock,None,anger-shell,shell-armor,regenerator,1,79,70,100,115,35,55,75,450,False,False,generation-ix
951,capsakid,grass,None,chlorophyll,insomnia,klutz,0,3,50,62,40,62,40,50,304,False,False,generation-ix
952,scovillain,grass,fire,chlorophyll,insomnia,moody,0,15,65,108,65,108,65,75,486,False,False,generation-ix
953,rellor,bug,None,compound-eyes,None,shed-skin,0,1,41,50,60,31,58,30,270,False,False,generation-ix
954,rabsca,bug,psychic,synchronize,None,telepathy,0,3,75,50,85,115,100,45,470,False,False,generation-ix
955,flittle,psychic,None,anticipation,frisk,speed-boost,0,1,30,35,30,55,30,75,255,False,False,generation-ix
956,espathra,psychic,None,opportunist,frisk,speed-boost,1,90,95,60,60,101,60,105,481,False,False,generation-ix
957,tinkatink,fairy,steel,mold-breaker,own-tempo,pickpocket,0,8,50,45,45,35,64,58,297,False,False,generation-ix
958,tinkatuff,fairy,steel,mold-breaker,own-tempo,pickpocket,0,59,65,55,55,45,82,78,380,False,False,generation-ix
959,tinkaton,fairy,steel,mold-breaker,own-tempo,pickpocket,0,112,85,75,77,70,105,94,506,False,False,generation-ix
960,wiglett,water,None,gooey,rattled,sand-veil,1,1,10,55,25,35,25,95,245,False,False,generation-ix
961,wugtrio,water,None,gooey,rattled,sand-veil,1,5,35,100,50,50,70,120,425,False,False,generation-ix
962,bombirdier,flying,dark,big-pecks,keen-eye,rocky-payload,1,42,70,103,85,60,85,82,485,False,False,generation-ix
963,finizen,water,None,water-veil,None,water-veil,1,60,70,45,40,45,40,75,315,False,False,generation-ix
964,palafin-zero,water,None,zero-to-hero,None,zero-to-hero,1,60,100,70,72,53,62,100,457,False,False,generation-ix
964,palafin,water,None,zero-to-hero,None,zero-to-hero,1,97,100,160,97,106,87,100,650,False,False,generation-ix
965,varoom,steel,poison,overcoat,None,slow-start,1,35,45,70,63,30,45,47,300,False,False,generation-ix
966,revavroom,steel,poison,overcoat,None,filter,1,120,80,119,90,54,67,90,500,False,False,generation-ix
967,cyclizar,dragon,normal,shed-skin,None,regenerator,1,63,70,95,65,85,65,121,501,False,False,generation-ix
968,orthworm,steel,None,earth-eater,None,sand-veil,2,310,70,85,145,60,55,65,480,False,False,generation-ix
969,glimmet,rock,poison,toxic-debris,None,corrosion,0,8,48,35,42,105,60,60,350,False,False,generation-ix
970,glimmora,rock,poison,toxic-debris,None,corrosion,1,45,83,55,90,130,81,86,525,False,False,generation-ix
971,greavard,ghost,None,pickup,None,fluffy,0,35,50,61,60,30,55,34,290,False,False,generation-ix
972,houndstone,ghost,None,sand-rush,None,fluffy,2,15,72,101,100,50,97,68,488,False,False,generation-ix
973,flamigo,flying,fighting,scrappy,tangled-feet,costar,1,37,82,115,74,75,64,90,500,False,False,generation-ix
974,cetoddle,ice,None,thick-fat,snow-cloak,sheer-force,1,45,108,68,45,30,40,43,334,False,False,generation-ix
975,cetitan,ice,None,thick-fat,slush-rush,sheer-force,4,700,170,113,65,45,55,73,521,False,False,generation-ix
976,veluza,water,psychic,mold-breaker,None,sharpness,2,90,90,102,73,78,65,70,478,False,False,generation-ix
977,dondozo,water,None,unaware,oblivious,water-veil,12,220,150,100,115,65,65,35,530,False,False,generation-ix
978,tatsugiri,dragon,water,commander,None,storm-drain,0,8,68,50,60,120,95,82,475,False,False,generation-ix
978,tatsugiri-droopy,dragon,water,commander,None,storm-drain,0,8,68,50,60,120,95,82,475,False,False,generation-ix
978,tatsugiri-stretchy,dragon,water,commander,None,storm-drain,0,8,68,50,60,120,95,82,475,False,False,generation-ix
979,annihilape,fighting,ghost,vital-spirit,inner-focus,defiant,1,56,110,115,80,50,90,90,535,False,False,generation-ix
980,clodsire,poison,ground,poison-point,water-absorb,unaware,1,223,130,75,60,45,100,20,430,False,False,generation-ix
981,farigiraf,normal,psychic,cud-chew,armor-tail,sap-sipper,3,160,120,90,70,110,70,60,520,False,False,generation-ix
982,dudunsparce-two-segment,normal,None,serene-grace,run-away,rattled,3,39,125,100,80,85,75,55,520,False,False,generation-ix
982,dudunsparce,normal,None,serene-grace,run-away,rattled,4,47,125,100,80,85,75,55,520,False,False,generation-ix
983,kingambit,dark,steel,defiant,supreme-overlord,pressure,2,120,100,135,120,60,85,50,550,False,False,generation-ix
984,great-tusk,ground,fighting,protosynthesis,None,None ,2,320,115,131,131,53,53,87,570,False,False,generation-ix
985,scream-tail,fairy,psychic,protosynthesis,None,None ,1,8,115,65,99,65,115,111,570,False,False,generation-ix
986,brute-bonnet,grass,dark,protosynthesis,None,None ,1,21,111,127,99,79,99,55,570,False,False,generation-ix
987,flutter-mane,ghost,fairy,protosynthesis,None,None ,1,4,55,55,55,135,135,135,570,False,False,generation-ix
988,slither-wing,bug,fighting,protosynthesis,None,None ,3,92,85,135,79,85,105,81,570,False,False,generation-ix
989,sandy-shocks,electric,ground,protosynthesis,None,None ,2,60,85,81,97,121,85,101,570,False,False,generation-ix
990,iron-treads,ground,steel,quark-drive,None,None ,0,240,90,112,120,72,70,106,570,False,False,generation-ix
991,iron-bundle,ice,water,quark-drive,None,None ,0,11,56,80,114,124,60,136,570,False,False,generation-ix
992,iron-hands,fighting,electric,quark-drive,None,None ,1,380,154,140,108,50,68,50,570,False,False,generation-ix
993,iron-jugulis,dark,flying,quark-drive,None,None ,1,111,94,80,86,122,80,108,570,False,False,generation-ix
994,iron-moth,fire,poison,quark-drive,None,None ,1,36,80,70,60,140,110,110,570,False,False,generation-ix
995,iron-thorns,rock,electric,quark-drive,None,None ,1,303,100,134,110,70,84,72,570,False,False,generation-ix
996,frigibax,dragon,ice,thermal-exchange,None,ice-body,0,17,65,75,45,35,45,55,320,False,False,generation-ix
997,arctibax,dragon,ice,thermal-exchange,None,ice-body,0,30,90,95,66,45,65,62,423,False,False,generation-ix
998,baxcalibur,dragon,ice,thermal-exchange,None,ice-body,2,210,115,145,92,75,86,87,600,False,False,generation-ix
999,gimmighoul,ghost,None,rattled,None,None ,0,5,45,30,70,75,70,10,300,False,False,generation-ix
999,gimmighoul-roaming,ghost,None,run-away,None,run-away,0,1,45,30,25,75,45,80,300,False,False,generation-ix
1000,gholdengo,steel,ghost,good-as-gold,None,None ,1,30,87,60,95,133,91,84,550,False,False,generation-ix
1001,wo-chien,dark,grass,tablets-of-ruin,None,None ,1,74,85,85,100,95,135,70,570,True,False,generation-ix
1002,chien-pao,dark,ice,sword-of-ruin,None,None ,1,152,80,120,80,90,65,135,570,True,False,generation-ix
1003,ting-lu,dark,ground,vessel-of-ruin,None,None ,2,699,155,110,125,55,80,45,570,True,False,generation-ix
1004,chi-yu,dark,fire,beads-of-ruin,None,None ,0,4,55,80,80,135,120,100,570,True,False,generation-ix
1005,roaring-moon,dragon,dark,protosynthesis,None,None ,2,380,105,139,71,55,101,119,590,False,False,generation-ix
1006,iron-valiant,fairy,fighting,quark-drive,None,None ,1,35,74,130,90,120,60,116,590,False,False,generation-ix
