index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,VGCusage2022,VGCusage2023,VGCusage2024
640,virizion,grass,fighting,justified,None,None ,2,200,91,90,72,90,129,108,580,True,False,generation-v,0.00069,NoUsage,0.01153
641,tornadus-incarnate,flying,None,prankster,None,defiant,1,63,79,115,70,125,80,111,580,True,False,generation-v,16.68113,32.57582,26.15361
641,tornadus-therian,flying,None,regenerator,None,None ,1,63,79,100,80,110,90,121,580,True,False,generation-v,0.0,0.02164,0.00933
642,thundurus-incarnate,electric,flying,prankster,None,defiant,1,61,79,115,70,125,80,111,580,True,False,generation-v,23.09388,10.21401,1.06003
642,thundurus-therian,electric,flying,volt-absorb,None,None ,3,61,79,105,70,145,80,101,580,True,False,generation-v,0.24761,1.39905,0.17925
643,reshiram,dragon,fire,turboblaze,None,None ,3,330,100,120,100,150,120,90,680,True,False,generation-v,0.93208,NoUsage,0.12528
644,zekrom,dragon,electric,teravolt,None,None ,2,345,100,150,120,120,100,90,680,True,False,generation-v,0.79884,NoUsage,0.03156
645,landorus-incarnate,ground,flying,sand-force,None,sheer-force,1,68,89,125,90,115,80,101,600,True,False,generation-v,0.21915,3.71531,17.08534
645,landorus-therian,ground,flying,intimidate,None,None ,1,68,89,145,90,105,80,91,600,True,False,generation-v,17.76942,26.52714,4.23346
646,kyurem,dragon,ice,pressure,None,None ,3,325,125,130,90,130,90,95,660,True,False,generation-v,8e-05,NoUsage,0.00046
646,kyurem-black,dragon,ice,teravolt,None,None ,3,325,125,170,100,120,90,95,700,True,False,generation-v,0.05505,NoUsage,0.14599
646,kyurem-white,dragon,ice,turboblaze,None,None ,3,325,125,120,90,170,100,95,700,True,False,generation-v,2.31124,NoUsage,1.09887
647,keldeo-ordinary,water,fighting,justified,None,None ,1,48,91,72,90,129,90,108,580,False,True,generation-v,NoUsage,NoUsage,NoUsage
647,keldeo-resolute,water,fighting,justified,None,None ,1,48,91,72,90,129,90,108,580,False,True,generation-v,NoUsage,NoUsage,NoUsage
648,meloetta-aria,normal,psychic,serene-grace,None,None ,0,6,100,77,77,128,128,90,600,False,True,generation-v,NoUsage,NoUsage,NoUsage
648,meloetta-pirouette,normal,fighting,serene-grace,None,None ,0,6,100,128,90,77,77,128,600,False,True,generation-v,NoUsage,NoUsage,NoUsage
649,genesect,bug,steel,download,None,None ,1,82,71,120,95,120,95,99,600,False,True,generation-v,NoUsage,NoUsage,NoUsage
650,chespin,grass,None,overgrow,None,bulletproof,0,9,56,61,65,48,45,38,313,False,False,generation-vi,NoUsage,0.0,0.0
651,quilladin,grass,None,overgrow,None,bulletproof,0,29,61,78,95,56,58,57,405,False,False,generation-vi,NoUsage,0.0,0.0
652,chesnaught,grass,fighting,overgrow,None,bulletproof,1,90,88,107,122,74,75,64,530,False,False,generation-vi,NoUsage,0.32165,0.01071
653,fennekin,fire,None,blaze,None,magician,0,9,40,45,40,62,60,60,307,False,False,generation-vi,NoUsage,0.0,0.0
654,braixen,fire,None,blaze,None,magician,1,14,59,59,58,90,70,73,409,False,False,generation-vi,NoUsage,0.0,0.0
655,delphox,fire,psychic,blaze,None,magician,1,39,75,69,72,114,100,104,534,False,False,generation-vi,NoUsage,0.04391,0.02155
656,froakie,water,None,torrent,None,protean,0,7,41,56,40,62,44,71,314,False,False,generation-vi,NoUsage,0.0,0.0
657,frogadier,water,None,torrent,None,protean,0,10,54,63,52,83,56,97,405,False,False,generation-vi,NoUsage,0.0,0.0
658,greninja,water,dark,torrent,None,protean,1,40,72,95,67,103,71,122,530,False,False,generation-vi,NoUsage,0.23,0.05375
658,greninja-battle-bond,water,dark,battle-bond,None,None ,1,40,72,95,67,103,71,122,530,False,False,generation-vi,NoUsage,NoUsage,NoUsage
658,greninja-ash,water,dark,battle-bond,None,None ,1,40,72,145,67,153,71,132,640,False,False,generation-vi,NoUsage,NoUsage,NoUsage
659,bunnelby,normal,None,pickup,cheek-pouch,huge-power,0,5,38,36,38,32,36,57,237,False,False,generation-vi,0.0,NoUsage,NoUsage
660,diggersby,normal,ground,pickup,cheek-pouch,huge-power,1,42,85,56,77,50,77,78,423,False,False,generation-vi,0.1213,NoUsage,NoUsage
661,fletchling,normal,flying,big-pecks,None,gale-wings,0,1,45,50,43,40,38,62,278,False,False,generation-vi,0.0,1e-05,0.0
662,fletchinder,fire,flying,flame-body,None,gale-wings,0,16,62,73,55,56,52,84,382,False,False,generation-vi,0.0,0.0,0.0
663,talonflame,fire,flying,flame-body,None,gale-wings,1,24,78,81,71,74,69,126,499,False,False,generation-vi,0.25896,12.80519,0.29476
664,scatterbug,bug,None,shield-dust,compound-eyes,friend-guard,0,2,38,35,40,27,25,35,200,False,False,generation-vi,NoUsage,0.0,0.0
665,spewpa,bug,None,shed-skin,None,friend-guard,0,8,45,22,60,27,30,29,213,False,False,generation-vi,NoUsage,0.0,0.0
666,vivillon,bug,flying,shield-dust,compound-eyes,friend-guard,1,17,80,52,50,90,50,89,411,False,False,generation-vi,NoUsage,0.0,0.01279
667,litleo,fire,normal,rivalry,unnerve,moxie,0,13,62,50,58,73,54,72,369,False,False,generation-vi,NoUsage,0.0,0.0
668,pyroar,fire,normal,rivalry,unnerve,moxie,1,81,86,68,72,109,66,106,507,False,False,generation-vi,NoUsage,0.0007,6e-05
669,flabebe,fairy,None,flower-veil,None,symbiosis,0,0,44,38,39,61,79,42,303,False,False,generation-vi,NoUsage,0.0,0.0
670,floette,fairy,None,flower-veil,None,symbiosis,0,0,54,45,47,75,98,52,371,False,False,generation-vi,NoUsage,0.0,0.0
670,floette-eternal,fairy,None,flower-veil,None,symbiosis,0,0,74,65,67,125,128,92,551,False,False,generation-vi,NoUsage,NoUsage,NoUsage
671,florges,fairy,None,flower-veil,None,symbiosis,1,10,78,65,68,112,154,75,552,False,False,generation-vi,NoUsage,0.02937,0.054
672,skiddo,grass,None,sap-sipper,None,grass-pelt,0,31,66,65,48,62,57,52,350,False,False,generation-vi,NoUsage,0.0,0.0
673,gogoat,grass,None,sap-sipper,None,grass-pelt,1,91,123,100,62,97,81,68,531,False,False,generation-vi,NoUsage,0.00044,0.00162
674,pancham,fighting,None,iron-fist,mold-breaker,scrappy,0,8,67,82,62,46,48,43,348,False,False,generation-vi,0.0,NoUsage,NoUsage
675,pangoro,fighting,dark,iron-fist,mold-breaker,scrappy,2,136,95,124,78,69,71,58,495,False,False,generation-vi,0.0,NoUsage,NoUsage
676,furfrou,normal,None,fur-coat,None,None ,1,28,75,80,60,65,90,102,472,False,False,generation-vi,NoUsage,NoUsage,NoUsage
677,espurr,psychic,None,keen-eye,infiltrator,own-tempo,0,3,62,48,54,63,60,68,355,False,False,generation-vi,0.0,NoUsage,0.0
678,meowstic-male,psychic,None,keen-eye,infiltrator,prankster,0,8,74,48,76,83,81,104,466,False,False,generation-vi,0.07185,NoUsage,0.09186
678,meowstic-female,psychic,None,keen-eye,infiltrator,competitive,0,8,74,48,76,83,81,104,466,False,False,generation-vi,NoUsage,NoUsage,NoUsage
679,honedge,steel,ghost,no-guard,None,None ,0,2,45,80,100,35,37,28,325,False,False,generation-vi,0.0,NoUsage,NoUsage
680,doublade,steel,ghost,no-guard,None,None ,0,4,59,110,150,45,49,35,448,False,False,generation-vi,0.0,NoUsage,NoUsage
681,aegislash-shield,steel,ghost,stance-change,None,None ,1,53,60,50,140,50,140,60,500,False,False,generation-vi,NoUsage,NoUsage,NoUsage
681,aegislash,steel,ghost,stance-change,None,None ,1,53,60,140,50,140,50,60,500,False,False,generation-vi,0.02956,NoUsage,NoUsage
682,spritzee,fairy,None,healer,None,aroma-veil,0,0,78,52,60,63,65,23,341,False,False,generation-vi,0.0,NoUsage,NoUsage
683,aromatisse,fairy,None,healer,None,aroma-veil,0,15,101,72,72,99,89,29,462,False,False,generation-vi,0.0,NoUsage,NoUsage
684,swirlix,fairy,None,sweet-veil,None,unburden,0,3,62,48,66,59,57,49,341,False,False,generation-vi,0.0,NoUsage,NoUsage
685,slurpuff,fairy,None,sweet-veil,None,unburden,0,5,82,80,86,85,75,72,480,False,False,generation-vi,0.0,NoUsage,NoUsage
686,inkay,dark,psychic,contrary,suction-cups,infiltrator,0,3,53,54,53,37,46,45,288,False,False,generation-vi,0.0,NoUsage,0.0
687,malamar,dark,psychic,contrary,suction-cups,infiltrator,1,47,86,92,88,68,75,73,482,False,False,generation-vi,0.02161,NoUsage,0.19024
688,binacle,rock,water,tough-claws,sniper,pickpocket,0,31,42,52,67,39,56,50,306,False,False,generation-vi,0.0,NoUsage,NoUsage
689,barbaracle,rock,water,tough-claws,sniper,pickpocket,1,96,72,105,115,54,86,68,500,False,False,generation-vi,0.0,NoUsage,NoUsage
690,skrelp,poison,water,poison-point,poison-touch,adaptability,0,7,50,60,60,60,60,30,320,False,False,generation-vi,0.0,0.0,0.0
691,dragalge,poison,dragon,poison-point,poison-touch,adaptability,1,81,65,75,90,97,123,44,494,False,False,generation-vi,0.00147,0.04962,0.00892
692,clauncher,water,None,mega-launcher,None,None ,0,8,50,53,62,58,63,44,330,False,False,generation-vi,0.0,0.0,0.0
693,clawitzer,water,None,mega-launcher,None,None ,1,35,71,73,88,120,89,59,500,False,False,generation-vi,0.00846,0.28275,0.00473
694,helioptile,electric,normal,dry-skin,sand-veil,solar-power,0,6,44,38,33,61,43,70,289,False,False,generation-vi,0.0,NoUsage,NoUsage
695,heliolisk,electric,normal,dry-skin,sand-veil,solar-power,1,21,62,55,52,109,94,109,481,False,False,generation-vi,0.04229,NoUsage,NoUsage
696,tyrunt,rock,dragon,strong-jaw,None,sturdy,0,26,58,89,77,45,45,48,362,False,False,generation-vi,0.0,NoUsage,NoUsage
697,tyrantrum,rock,dragon,strong-jaw,None,rock-head,2,270,82,121,119,69,59,71,521,False,False,generation-vi,0.0,NoUsage,NoUsage
698,amaura,rock,ice,refrigerate,None,snow-warning,1,25,77,59,50,67,63,46,362,False,False,generation-vi,0.0,NoUsage,NoUsage
699,aurorus,rock,ice,refrigerate,None,snow-warning,2,225,123,77,72,99,92,58,521,False,False,generation-vi,0.0,NoUsage,NoUsage
700,sylveon,fairy,None,cute-charm,None,pixilate,1,23,95,65,65,110,130,60,525,False,False,generation-vi,0.04294,6.7173,0.55911
701,hawlucha,fighting,flying,limber,unburden,mold-breaker,0,21,78,92,75,74,63,118,500,False,False,generation-vi,0.00163,1.14419,0.00549
702,dedenne,electric,fairy,cheek-pouch,pickup,plus,0,2,67,58,57,81,67,101,431,False,False,generation-vi,0.00726,0.00068,0.00274
703,carbink,rock,fairy,clear-body,None,sturdy,0,5,50,50,150,50,150,50,500,False,False,generation-vi,0.0006,0.03079,0.00591
704,goomy,dragon,None,sap-sipper,hydration,gooey,0,2,45,50,35,55,75,40,300,False,False,generation-vi,0.0,0.0,0.0
705,sliggoo,dragon,None,sap-sipper,hydration,gooey,0,17,68,75,53,83,113,60,452,False,False,generation-vi,0.0,0.0,0.0
705,sliggoo-hisui,steel,dragon,sap-sipper,shell-armor,gooey,0,68,58,75,83,83,113,40,452,False,False,generation-vi,NoUsage,0.00165,0.0
706,goodra,dragon,None,sap-sipper,hydration,gooey,2,150,90,100,70,110,150,80,600,False,False,generation-vi,0.00792,0.05327,0.01084
706,goodra-hisui,steel,dragon,sap-sipper,shell-armor,gooey,1,334,80,100,100,110,150,60,600,False,False,generation-vi,NoUsage,9.21984,1.12362
707,klefki,steel,fairy,prankster,None,magician,0,3,57,80,91,80,87,75,470,False,False,generation-vi,0.03152,0.60745,0.0955
708,phantump,ghost,grass,natural-cure,frisk,harvest,0,7,43,70,48,50,60,38,309,False,False,generation-vi,0.0,0.0,0.0
709,trevenant,ghost,grass,natural-cure,frisk,harvest,1,71,85,110,76,65,82,56,474,False,False,generation-vi,0.00584,0.04667,0.0073
710,pumpkaboo,ghost,grass,pickup,frisk,insomnia,0,5,49,66,70,44,55,51,335,False,False,generation-vi,0.0,NoUsage,NoUsage
710,pumpkaboo-small,ghost,grass,pickup,frisk,insomnia,0,3,44,66,70,44,55,56,335,False,False,generation-vi,0.0,NoUsage,NoUsage
710,pumpkaboo-large,ghost,grass,pickup,frisk,insomnia,0,7,54,66,70,44,55,46,335,False,False,generation-vi,0.0,NoUsage,NoUsage
710,pumpkaboo-super,ghost,grass,pickup,frisk,insomnia,0,15,59,66,70,44,55,41,335,False,False,generation-vi,0.0,NoUsage,NoUsage
711,gourgeist,ghost,grass,pickup,frisk,insomnia,0,12,65,90,122,58,75,84,494,False,False,generation-vi,0.0,NoUsage,NoUsage
711,gourgeist-small,ghost,grass,pickup,frisk,insomnia,0,9,55,85,122,58,75,99,494,False,False,generation-vi,0.0011,NoUsage,NoUsage
711,gourgeist-large,ghost,grass,pickup,frisk,insomnia,1,14,75,95,122,58,75,69,494,False,False,generation-vi,0.0,NoUsage,NoUsage
711,gourgeist-super,ghost,grass,pickup,frisk,insomnia,1,39,85,100,122,58,75,54,494,False,False,generation-vi,0.00031,NoUsage,NoUsage
712,bergmite,ice,None,own-tempo,ice-body,sturdy,1,99,55,69,85,32,35,28,304,False,False,generation-vi,0.0,0.0,0.0
713,avalugg,ice,None,own-tempo,ice-body,sturdy,2,505,95,117,184,44,46,28,514,False,False,generation-vi,0.00053,0.00455,0.00549
713,avalugg-hisui,ice,rock,strong-jaw,ice-body,sturdy,1,262,95,127,184,34,36,38,514,False,False,generation-vi,NoUsage,0.13614,0.00495
714,noibat,flying,dragon,frisk,infiltrator,telepathy,0,8,40,30,35,45,40,55,245,False,False,generation-vi,0.0,0.0,0.0
715,noivern,flying,dragon,frisk,infiltrator,telepathy,1,85,85,70,80,97,80,123,535,False,False,generation-vi,0.00106,0.03328,0.00475
716,xerneas,fairy,None,fairy-aura,None,None ,3,215,126,131,95,131,98,99,680,True,False,generation-vi,1.62003,NoUsage,NoUsage
717,yveltal,dark,flying,dark-aura,None,None ,5,203,126,131,95,131,98,99,680,True,False,generation-vi,13.2318,NoUsage,NoUsage
718,zygarde-50,dragon,ground,aura-break,None,None ,5,305,108,100,121,81,95,95,600,True,False,generation-vi,NoUsage,NoUsage,NoUsage
718,zygarde-10%-power-construct,dragon,ground,power-construct,None,None ,1,33,54,100,71,61,85,115,486,True,False,generation-vi,NoUsage,NoUsage,NoUsage
718,zygarde-50%-power-construct,dragon,ground,power-construct,None,None ,5,305,108,100,121,81,95,95,600,True,False,generation-vi,NoUsage,NoUsage,NoUsage
718,zygarde,dragon,ground,power-construct,None,None ,4,610,216,100,121,91,95,85,708,True,False,generation-vi,1.22946,NoUsage,NoUsage
718,zygarde-10%,dragon,ground,aura-break,None,None ,1,33,54,100,71,61,85,115,486,True,False,generation-vi,0.00034,NoUsage,NoUsage
719,diancie,rock,fairy,clear-body,None,None ,0,8,50,100,150,100,150,50,600,False,True,generation-vi,NoUsage,NoUsage,NoUsage
719,diancie-mega,rock,fairy,magic-bounce,None,None ,1,27,50,160,110,160,110,110,700,False,True,generation-vi,NoUsage,NoUsage,NoUsage
720,hoopa,psychic,ghost,magician,None,None ,0,9,80,110,60,150,130,70,600,False,True,generation-vi,NoUsage,NoUsage,NoUsage
720,hoopa-unbound,psychic,dark,magician,None,None ,6,490,80,160,60,170,130,80,680,False,True,generation-vi,NoUsage,NoUsage,NoUsage
721,volcanion,fire,water,water-absorb,None,None ,1,195,80,110,120,130,90,70,600,False,True,generation-vi,NoUsage,NoUsage,NoUsage
722,rowlet,grass,flying,overgrow,None,long-reach,0,1,68,55,55,50,50,42,320,False,False,generation-vii,0.0,0.0,0.0
723,dartrix,grass,flying,overgrow,None,long-reach,0,16,78,75,75,70,70,52,420,False,False,generation-vii,0.0,0.0,0.0
724,decidueye,grass,ghost,overgrow,None,long-reach,1,36,78,107,75,100,100,70,530,False,False,generation-vii,0.0077,0.03489,0.01204
724,decidueye-hisui,grass,fighting,overgrow,None,scrappy,1,37,88,112,80,95,95,60,530,False,False,generation-vii,NoUsage,0.25838,0.01894
725,litten,fire,None,blaze,None,intimidate,0,4,45,65,40,60,40,70,320,False,False,generation-vii,0.0,NoUsage,0.0
726,torracat,fire,None,blaze,None,intimidate,0,25,65,85,50,80,50,90,420,False,False,generation-vii,0.0,NoUsage,0.00602
727,incineroar,fire,dark,blaze,None,intimidate,1,83,95,115,90,80,90,60,530,False,False,generation-vii,58.57608,NoUsage,36.81468
728,popplio,water,None,torrent,None,liquid-voice,0,7,50,54,54,66,56,40,320,False,False,generation-vii,0.0,NoUsage,0.0
729,brionne,water,None,torrent,None,liquid-voice,0,17,60,69,69,91,81,50,420,False,False,generation-vii,0.0,NoUsage,0.0
730,primarina,water,fairy,torrent,None,liquid-voice,1,44,80,74,74,126,116,60,530,False,False,generation-vii,0.08982,NoUsage,2.54596
731,pikipek,normal,flying,keen-eye,skill-link,pickup,0,1,35,75,30,30,30,65,265,False,False,generation-vii,NoUsage,NoUsage,0.0
732,trumbeak,normal,flying,keen-eye,skill-link,pickup,0,14,55,85,50,40,50,75,355,False,False,generation-vii,NoUsage,NoUsage,0.0
733,toucannon,normal,flying,keen-eye,skill-link,sheer-force,1,26,80,120,75,75,75,60,485,False,False,generation-vii,NoUsage,NoUsage,0.00347
734,yungoos,normal,None,stakeout,strong-jaw,adaptability,0,6,48,70,30,30,30,45,253,False,False,generation-vii,NoUsage,0.0,0.0
735,gumshoos,normal,None,stakeout,strong-jaw,adaptability,0,14,88,110,60,55,60,45,418,False,False,generation-vii,NoUsage,3e-05,0.0
735,gumshoos-totem,normal,None,stakeout,strong-jaw,adaptability,1,60,88,110,60,55,60,45,418,False,False,generation-vii,NoUsage,NoUsage,NoUsage
736,grubbin,bug,None,swarm,None,None ,0,4,47,62,45,55,45,46,300,False,False,generation-vii,0.0,0.0,0.0
737,charjabug,bug,electric,battery,None,None ,0,10,57,82,95,55,75,36,400,False,False,generation-vii,0.01118,0.05135,0.00431
738,vikavolt,bug,electric,levitate,None,None ,1,45,77,70,90,145,75,43,500,False,False,generation-vii,0.0,0.29709,0.03409
738,vikavolt-totem,bug,electric,levitate,None,None ,2,147,77,70,90,145,75,43,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
739,crabrawler,fighting,None,hyper-cutter,iron-fist,anger-point,0,7,47,82,57,42,47,63,338,False,False,generation-vii,NoUsage,0.0,0.0
740,crabominable,fighting,ice,hyper-cutter,iron-fist,anger-point,1,180,97,132,77,62,67,43,478,False,False,generation-vii,NoUsage,0.0092,0.01238
741,oricorio,fire,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii,NoUsage,0.00101,0.00142
741,oricorio-pom-pom,electric,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii,NoUsage,0.05796,0.00786
741,oricorio-pau,psychic,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii,NoUsage,NoUsage,NoUsage
741,oricorio-sensu,ghost,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii,NoUsage,0.06746,0.02978
742,cutiefly,bug,fairy,honey-gather,shield-dust,sweet-veil,0,0,40,45,40,55,40,84,304,False,False,generation-vii,0.0,0.0,0.0
743,ribombee,bug,fairy,honey-gather,shield-dust,sweet-veil,0,0,60,55,60,95,70,124,464,False,False,generation-vii,0.01587,0.03048,0.04482
743,ribombee-totem,bug,fairy,honey-gather,shield-dust,sweet-veil,0,2,60,55,60,95,70,124,464,False,False,generation-vii,NoUsage,NoUsage,NoUsage
744,rockruff,rock,None,keen-eye,vital-spirit,steadfast,0,9,45,65,40,30,40,60,280,False,False,generation-vii,0.0,0.0,0.0
744,rockruff-own-tempo,rock,None,own-tempo,None,None ,0,9,45,65,40,30,40,60,280,False,False,generation-vii,NoUsage,NoUsage,NoUsage
745,lycanroc-midday,rock,None,keen-eye,sand-rush,steadfast,0,25,75,115,65,55,65,112,487,False,False,generation-vii,0.0,1.21018,0.69384
745,lycanroc-midnight,rock,None,keen-eye,vital-spirit,no-guard,1,25,85,115,75,55,75,82,487,False,False,generation-vii,0.0,0.01347,0.0005
745,lycanroc-dusk,rock,None,tough-claws,None,None ,0,25,75,117,65,55,65,110,487,False,False,generation-vii,0.00451,0.01247,0.00203
746,wishiwashi-solo,water,None,schooling,None,None ,0,0,45,20,20,25,25,40,175,False,False,generation-vii,NoUsage,NoUsage,NoUsage
746,wishiwashi,water,None,schooling,None,None ,8,78,45,140,130,140,135,30,620,False,False,generation-vii,0.0,NoUsage,NoUsage
747,mareanie,poison,water,merciless,limber,regenerator,0,8,50,53,62,43,52,45,305,False,False,generation-vii,0.0,0.0,0.0
748,toxapex,poison,water,merciless,limber,regenerator,0,14,50,63,152,53,142,35,495,False,False,generation-vii,0.05404,0.39142,0.05043
749,mudbray,ground,None,own-tempo,stamina,inner-focus,1,110,70,100,70,45,55,45,385,False,False,generation-vii,0.0,0.0,0.0
750,mudsdale,ground,None,own-tempo,stamina,inner-focus,2,920,100,125,100,55,85,35,500,False,False,generation-vii,0.10411,0.37355,0.0961
751,dewpider,water,bug,water-bubble,None,water-absorb,0,4,38,40,52,40,72,27,269,False,False,generation-vii,0.0,NoUsage,0.0
752,araquanid,water,bug,water-bubble,None,water-absorb,1,82,68,70,92,50,132,42,454,False,False,generation-vii,0.68469,NoUsage,1.03427
752,araquanid-totem,water,bug,water-bubble,None,water-absorb,3,217,68,70,92,50,132,42,454,False,False,generation-vii,NoUsage,NoUsage,NoUsage
753,fomantis,grass,None,leaf-guard,None,contrary,0,1,40,55,35,50,35,35,250,False,False,generation-vii,0.0,0.0,0.0
754,lurantis,grass,None,leaf-guard,None,contrary,0,18,70,105,90,80,90,45,480,False,False,generation-vii,0.02872,0.0,0.07707
754,lurantis-totem,grass,None,leaf-guard,None,contrary,1,58,70,105,90,80,90,45,480,False,False,generation-vii,NoUsage,NoUsage,NoUsage
755,morelull,grass,fairy,illuminate,effect-spore,rain-dish,0,1,40,35,55,65,75,15,285,False,False,generation-vii,0.0,NoUsage,NoUsage
756,shiinotic,grass,fairy,illuminate,effect-spore,rain-dish,1,11,60,45,80,90,100,30,405,False,False,generation-vii,0.00096,NoUsage,NoUsage
757,salandit,poison,fire,corrosion,None,oblivious,0,4,48,44,40,71,40,77,320,False,False,generation-vii,0.0,0.0,0.0
758,salazzle,poison,fire,corrosion,None,oblivious,1,22,68,64,60,111,60,117,480,False,False,generation-vii,0.02481,0.13971,0.01875
758,salazzle-totem,poison,fire,corrosion,None,oblivious,2,81,68,64,60,111,60,117,480,False,False,generation-vii,NoUsage,NoUsage,NoUsage
759,stufful,normal,fighting,fluffy,klutz,cute-charm,0,6,70,75,50,45,50,50,340,False,False,generation-vii,0.0,NoUsage,NoUsage
760,bewear,normal,fighting,fluffy,klutz,unnerve,2,135,120,125,80,55,60,60,500,False,False,generation-vii,0.00015,NoUsage,NoUsage
761,bounsweet,grass,None,leaf-guard,oblivious,sweet-veil,0,3,42,30,38,30,38,32,210,False,False,generation-vii,0.0,0.0,0.0
762,steenee,grass,None,leaf-guard,oblivious,sweet-veil,0,8,52,40,48,40,48,62,290,False,False,generation-vii,0.0,0.0,0.0
763,tsareena,grass,None,leaf-guard,queenly-majesty,sweet-veil,1,21,72,120,98,50,98,72,510,False,False,generation-vii,1.02049,0.21533,0.45484
764,comfey,fairy,None,flower-veil,triage,natural-cure,0,0,51,52,90,82,110,100,485,False,False,generation-vii,0.95397,NoUsage,0.79791
765,oranguru,normal,psychic,inner-focus,telepathy,symbiosis,1,76,90,60,80,90,110,60,490,False,False,generation-vii,0.20782,0.95465,0.51978
766,passimian,fighting,None,receiver,None,defiant,2,82,100,120,90,40,60,80,490,False,False,generation-vii,0.00113,0.0,0.00132
767,wimpod,bug,water,wimp-out,None,None ,0,12,25,35,40,20,30,80,230,False,False,generation-vii,0.0,NoUsage,NoUsage
768,golisopod,bug,water,emergency-exit,None,None ,2,108,75,125,140,60,90,40,530,False,False,generation-vii,0.00392,NoUsage,NoUsage
769,sandygast,ghost,ground,water-compaction,None,sand-veil,0,70,55,55,80,70,45,15,320,False,False,generation-vii,0.0,0.0,0.0
770,palossand,ghost,ground,water-compaction,None,sand-veil,1,250,85,75,110,100,75,35,480,False,False,generation-vii,0.002,0.01431,0.01501
771,pyukumuku,water,None,innards-out,None,unaware,0,1,55,60,130,30,130,5,410,False,False,generation-vii,0.00063,NoUsage,NoUsage
772,type-null,normal,None,battle-armor,None,None ,1,120,95,95,95,95,95,59,534,False,False,generation-vii,NoUsage,NoUsage,NoUsage
773,silvally,normal,None,rks-system,None,None ,2,100,95,95,95,95,95,95,570,True,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii,NoUsage,NoUsage,0.01911
774,minior-orange-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-yellow-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-green-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-blue-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-indigo-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-violet-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-red,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-orange,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-yellow,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-green,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-blue,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-indigo,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
774,minior-violet,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage
775,komala,normal,None,comatose,None,None ,0,19,65,115,65,75,95,65,480,False,False,generation-vii,NoUsage,0.00073,0.0
776,turtonator,fire,dragon,shell-armor,None,None ,2,212,60,78,135,91,85,36,485,False,False,generation-vii,0.03085,NoUsage,NoUsage
777,togedemaru,electric,steel,iron-barbs,lightning-rod,sturdy,0,3,65,98,63,40,73,96,435,False,False,generation-vii,0.19747,NoUsage,NoUsage
777,togedemaru-totem,electric,steel,iron-barbs,lightning-rod,sturdy,0,13,65,98,63,40,73,96,435,False,False,generation-vii,NoUsage,NoUsage,NoUsage
778,mimikyu,ghost,fairy,disguise,None,None ,0,0,55,90,80,50,105,96,476,False,False,generation-vii,7.80711,6.95279,0.14732
778,mimikyu-busted,ghost,fairy,disguise,None,None ,0,0,55,90,80,50,105,96,476,False,False,generation-vii,NoUsage,NoUsage,NoUsage
778,mimikyu-totem-disguised,ghost,fairy,disguise,None,None ,0,2,55,90,80,50,105,96,476,False,False,generation-vii,NoUsage,NoUsage,NoUsage
